"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
362415,"JDT","Core","amj87.iitr","NEW"," ---","New warning to detect unnecessary toString() on String","2011-12-08 09:50:23"
363716,"JDT","Core","amj87.iitr","NEW"," ---","IProblem#UndefinedType should not be reused for different problem cases","2020-09-03 09:31:30"
374639,"JDT","Core","amj87.iitr","NEW"," ---","No expectedType when triggering completion on MessageSend in JavaContentAssistInvocationContext?","2020-07-30 06:10:23"
404645,"JDT","Core","anchakrk","NEW"," ---","Autocomplete crashes when trying one particular instruction which is a LineBorder constructor","2020-09-20 11:53:55"
561934,"JDT","Core","bart.jacobs","NEW"," ---","Spurious syntax error in lambda before real syntax error","2021-02-19 05:28:42"
31771,"JDT","Core","david_audel","NEW"," ---","[getter setter] generating boolean getter with the word ""has"" in front","2006-10-06 12:15:58"
68850,"JDT","Core","david_audel","NEW"," ---","[content assist] Completion for array initialization","2009-03-26 12:19:15"
81905,"JDT","Core","david_audel","NEW"," ---","[assist] Add write/readObject() to code completion in class type implementing Serializabe","2007-02-05 11:37:36"
93510,"JDT","Core","david_audel","NEW"," ---","Code assist could be smarter in extends cases","2020-10-08 18:59:41"
110325,"JDT","Core","david_audel","NEW"," ---","Method override code assist should work if I started typing the signature","2020-05-31 01:42:04"
120108,"JDT","Core","david_audel","NEW"," ---","[ast rewrite] need a way to create Javadoc fragments on separate lines","2008-07-04 08:47:57"
124280,"JDT","Core","david_audel","NEW"," ---","[assist] Content Assist in inner class offers Object methods twice","2020-07-02 02:51:58"
163468,"JDT","Core","david_audel","NEW"," ---","[assist] Enhance Content Assist for variables with unresolved type","2006-11-07 03:55:39"
164085,"JDT","Core","david_audel","NEW"," ---","[assist] offer method/variable declaration completion based on usages","2006-11-13 07:44:21"
165773,"JDT","Core","david_audel","NEW"," ---","Incorrect relevance of content assist proposals","2020-12-01 12:52:09"
166959,"JDT","Core","david_audel","NEW"," ---","[ast rewrite] Field added to empty enum is not indented correctly","2020-08-07 14:31:24"
167892,"JDT","Core","david_audel","NEW"," ---","Autocomplete disabled inside and after type parameter until import added","2019-09-12 10:09:52"
175326,"JDT","Core","david_audel","NEW"," ---","Code assist: perfect match should always be first","2020-07-16 15:07:17"
178366,"JDT","Core","david_audel","NEW"," ---","[ast rewrite] 'Add all missing tags' and 'Add @param tag'  quick fixes place comment at wrong location","2019-12-17 04:46:45"
192706,"JDT","Core","david_audel","NEW"," ---","F3 won't work from a classfile","2020-07-31 20:12:30"
192949,"JDT","Core","david_audel","NEW"," ---","Code completion with unresolved methods","2007-06-18 04:10:31"
194273,"JDT","Core","david_audel","NEW"," ---","[assist] CA proposals should handle javadoc location","2008-06-05 10:17:30"
199665,"JDT","Core","david_audel","NEW"," ---","[assist] Content assist ordering of proposals is inadequate","2010-06-18 13:40:18"
205033,"JDT","Core","david_audel","NEW"," ---","[assist] Propose method declarations when the cursor is inside a parameter type","2007-10-01 07:51:08"
205165,"JDT","Core","david_audel","NEW"," ---","[assist] Offer local variable after message send completion","2008-08-22 12:24:46"
205190,"JDT","Core","david_audel","NEW"," ---","Code assistant matching by substring","2014-06-12 02:14:26"
215122,"JDT","Core","david_audel","NEW"," ---","[1.5][compiler] unhelpful errors on generics with wildcards and multiple bounds","2008-01-15 13:04:50"
223263,"JDT","Core","david_audel","NEW"," ---","[assist] change content assistance for enum inside switch from alphabetical order to ordinal order.","2008-08-22 11:41:09"
242883,"JDT","Core","david_audel","NEW"," ---","[completion] code complete could insert trailing semicolon for void methods","2008-08-05 18:26:39"
245582,"JDT","Core","david_audel","NEW"," ---","[assist] Outer class not suggested when parameter type is inner enum","2021-02-16 13:47:34"
250991,"JDT","Core","david_audel","NEW"," ---","Reorganize options for prefixes and suffixes","2008-11-07 11:41:41"
253085,"JDT","Core","david_audel","NEW"," ---","[recovery][compiler] Misleading error given in java on ternary operator","2020-08-23 10:48:41"
443091,"JDT","Core","gayanper","NEW"," ---","[1.8][content assist] support for lambda expression completions","2021-02-26 06:38:29"
568818,"JDT","Core","gayanper","NEW"," ---","Eclipse couldn't suggest lambda code completion","2021-02-11 04:31:32"
159872,"JDT","Core","jarthana","NEW"," ---","[implementation] JavaProject.getResolvedClasspath() should cache JDK level","2020-10-04 01:54:15"
173641,"JDT","Core","jarthana","NEW"," ---","[sourcemapper] Multiple Java Source Attachments per Library","2018-05-21 06:13:54"
207301,"JDT","Core","jarthana","NEW"," ---","[model] Add IAnnotation#getKey()","2010-01-13 00:53:34"
314891,"JDT","Core","jarthana","NEW"," ---","Enable workaround for circular dependencies","2010-07-07 12:29:41"
333691,"JDT","Core","jarthana","NEW"," ---","Add support for multiple javadocs per Jar","2011-04-23 06:50:11"
342473,"JDT","Core","jarthana","NEW"," ---","[reconcile] Optimize operation of Java reconciler when build operation is triggered.","2011-04-13 02:46:08"
351940,"JDT","Core","jarthana","NEW"," ---","ImportDeclaration.rename  throws CCE in CopyElementsOperation.getNestedOperation","2019-06-04 06:55:36"
354234,"JDT","Core","jarthana","NEW"," ---","Eclipse complains with an “Type already defined” error even when the output folder is different for those classes","2019-09-05 14:59:19"
360832,"JDT","Core","jarthana","NEW"," ---","Native methods influence the ""unused"" method warning for other private members","2020-06-15 14:56:11"
361267,"JDT","Core","jarthana","NEW"," ---","Build path problems are not recreated with clean + full build","2021-02-20 05:42:06"
367599,"JDT","Core","jarthana","NEW"," ---","[apt6] FilerException - Source file already created","2020-06-04 11:17:09"
369391,"JDT","Core","jarthana","NEW"," ---","NPE in NameLookup","2020-10-17 09:37:06"
369848,"JDT","Core","jarthana","NEW"," ---","Add possibility to browse synthetic fields and parameters with Java DOM","2012-01-30 00:02:42"
376827,"JDT","Core","jarthana","NEW"," ---","Incorrect missing dependency error on java project","2012-04-18 07:25:42"
385781,"JDT","Core","jarthana","NEW"," ---","Better warning suppression options for unused parameters in constructors and methods","2018-05-21 06:13:45"
392981,"JDT","Core","jarthana","NEW"," ---","Code assist fails in this particular situation","2020-06-24 05:14:26"
405883,"JDT","Core","jarthana","NEW"," ---","[extract local][content assist] no proper inference for bounded generic type parameter simplified as <?>","2020-07-10 15:06:45"
421182,"JDT","Core","jarthana","NEW"," ---","Container initialization is freezing UI thread.","2020-10-17 18:49:33"
425651,"JDT","Core","jarthana","NEW"," ---","Compiler does not report Javadoc error on full build","2019-07-10 04:35:13"
426909,"JDT","Core","jarthana","NEW"," ---","Please add CompilationUnitToFileAdapter","2014-07-17 10:45:25"
427789,"JDT","Core","jarthana","NEW"," ---","[1.8] Provide a way to get type annotations on constructors and receiver types","2020-06-08 12:22:31"
428223,"JDT","Core","jarthana","NEW"," ---","The performance of the ASTParser has degraded when using 3.6.2+Java7","2020-07-04 02:50:54"
430605,"JDT","Core","jarthana","NEW"," ---","[select] Current text selection cannot be opened in an editor","2019-11-27 16:46:28"
430849,"JDT","Core","jarthana","NEW"," ---","problem for the ecj-3.7.2-source compile","2020-06-11 20:16:40"
436321,"JDT","Core","jarthana","NEW"," ---","[compiler] In some cases the compiler reports errors twice","2019-06-14 05:46:56"
440344,"JDT","Core","jarthana","NEW"," ---","[1.8][dom] Method binding of clone() of an array type in method references","2020-06-27 16:51:49"
441465,"JDT","Core","jarthana","NEW"," ---","[test][model] testMoveCU05 Failed","2020-09-06 03:43:26"
446210,"JDT","Core","jarthana","NEW"," ---","Autocomplete replaces exact matches with inexact matches","2020-12-03 10:19:59"
452483,"JDT","Core","jarthana","NEW"," ---","content assist for favorites types with type parameter not working","2020-09-14 14:00:26"
463035,"JDT","Core","jarthana","NEW"," ---","ISE in EclipsePreferences.checkRemoved (200)","2020-09-17 17:35:15"
466729,"JDT","Core","jarthana","NEW"," ---","Make completion node parent available in foreach node","2020-08-12 03:38:19"
468809,"JDT","Core","jarthana","NEW"," ---","StackOverflowError while decorating projects","2020-08-08 08:12:40"
469495,"JDT","Core","jarthana","NEW"," ---","[delta] deltas improperly merged (CHANGE being lost)","2020-06-01 07:23:49"
472567,"JDT","Core","jarthana","NEW"," ---","ClassCastException in SingleNameReference.localVariableBinding (851)","2020-08-20 08:14:46"
472617,"JDT","Core","jarthana","NEW"," ---","ITypeHierarchy#getSuperclass(IType) returns null for anonymous classes in LambdaExpressions","2020-07-14 10:22:20"
472714,"JDT","Core","jarthana","NEW"," ---","ITypeHierarchy#getSuperclass(IType) returns null for anonymous classes at any place after one in a Lambda Expression has been encountered","2020-08-21 06:53:10"
486013,"JDT","Core","jarthana","NEW"," ---","[1.9][tests] Test case issues","2020-06-04 11:16:13"
487832,"JDT","Core","jarthana","NEW"," ---","[1.9] Modules should be compiled properly even with non jigsaw JDK/JRE","2020-08-09 18:49:36"
490103,"JDT","Core","jarthana","NEW"," ---","[1.9] JREContainer should work without any physical libraries","2020-11-17 13:35:49"
491408,"JDT","Core","jarthana","NEW"," ---","Some JDT Unit tests are sensitive to locale or encoding on test machine","2018-05-21 06:13:47"
492977,"JDT","Core","jarthana","NEW"," ---","[test][compiler] create a test infrastructure for running ecj standalone","2020-08-25 07:04:31"
495396,"JDT","Core","jarthana","NEW"," ---","Inherited annotations are not visible on bridge methods (JDK 6695379)","2019-08-27 05:00:15"
497423,"JDT","Core","jarthana","NEW"," ---","[content assist] A static method from generic type added to the favorites is not shown","2020-08-29 08:05:00"
498501,"JDT","Core","jarthana","NEW"," ---","External Ant Builder refresh doesn't detect re-creation of source directory","2020-08-31 05:11:03"
500151,"JDT","Core","jarthana","NEW"," ---","ITypeBinding#getBinaryName() returns incorrect value for TypeVariable's defined by a generic method","2020-05-28 02:15:17"
501243,"JDT","Core","jarthana","NEW"," ---","Code completion does not show enum types nested in a base interface.","2020-06-07 12:14:04"
504051,"JDT","Core","jarthana","NEW"," ---","[content assist] context assintant doesn't always work on lambda","2020-11-16 03:11:02"
506935,"JDT","Core","jarthana","NEW"," ---","Custom user agent for javadoc http connections","2020-08-01 02:36:13"
507248,"JDT","Core","jarthana","NEW"," ---","Error message about cycle does not tell where the cycle is","2019-08-27 05:00:09"
507936,"JDT","Core","jarthana","NEW"," ---","Show declaration (F3) on a method not working if followed by some lambda with { }","2020-10-16 19:33:50"
508709,"JDT","Core","jarthana","NEW"," ---","[tests] Fix the Discouraged access warnings in jdt.core.tests.model","2020-06-18 16:52:52"
510334,"JDT","Core","jarthana","NEW"," ---","Compilation silently aborted when apt is not on the classpath","2020-09-09 10:26:26"
518199,"JDT","Core","jarthana","NEW"," ---","No Content Assist Proposals for specific code pattern","2020-09-29 01:05:59"
519206,"JDT","Core","jarthana","NEW"," ---","[9] Batch compiler should handle single module mode better","2020-08-18 16:48:43"
521890,"JDT","Core","jarthana","NEW"," ---","[9] Navigation fails on inherited static nested types from static import","2020-07-17 08:05:17"
526110,"JDT","Core","jarthana","NEW"," ---","[9][batch] CLI options --limit-modules etc.","2021-01-14 14:09:18"
532097,"JDT","Core","jarthana","NEW"," ---","[18.3][batch][compiler] symlink to show canonical filename","2020-09-08 01:32:54"
535839,"JDT","Core","jarthana","NEW"," ---","[batch][compiler][null][external] locations specified with -annotationpath are not merged","2019-08-27 08:44:33"
538038,"JDT","Core","jarthana","NEW"," ---","Investigate memory leak in jdt Junit tests extending BuilderTests","2019-08-27 05:00:13"
540569,"JDT","Core","jarthana","NEW"," ---","IllegalArgumentException: Unknown location: CLASS_OUTPUT when processing annotations with ECJ batch compiler","2020-10-20 14:33:28"
541054,"JDT","Core","jarthana","NEW"," ---","Delay when saving Java files","2020-12-17 13:26:22"
541269,"JDT","Core","jarthana","NEW"," ---","EclipseCompiler does no longer perform dynamic in-memory compilation","2019-08-27 05:00:13"
541443,"JDT","Core","jarthana","NEW"," ---","[test] JavaElementDeltaTests#testAddExternalLibFolder1 and testAddExternalLibFolder2 fails","2021-03-02 03:30:18"
543151,"JDT","Core","jarthana","NEW"," ---","Reconcile Is Triggered On Working Copy Causing Severe Decrease Of UI Responsiveness","2021-01-06 14:09:42"
544887,"JDT","Core","jarthana","NEW"," ---","Tracing should not use syso but DebugTrace","2019-08-27 05:00:10"
544918,"JDT","Core","jarthana","NEW"," ---","Improve tracing when JAR changes on disk","2019-08-27 05:00:08"
545448,"JDT","Core","jarthana","NEW"," ---","java.lang.IllegalArgumentException: AST must not be null when running Java Organize Imports","2021-03-13 02:28:54"
560676,"JDT","Core","jarthana","NEW"," ---","[14] Add testcase for bug 551351","2020-03-02 01:24:59"
564246,"JDT","Core","jarthana","NEW"," ---","[16][compiler][external annotations] JEP 360 - Sealed Types - Support for compiler.env change in ExternalAnnotationProvider","2021-03-09 23:23:40"
564836,"JDT","Core","jarthana","NEW"," ---","[test] Update the test framework to track disabled tests better","2020-07-01 07:23:38"
566930,"JDT","Core","jarthana","NEW"," ---","Move the reported bundles to JavaSE-11 and fix all deprecated warnings arising out of that.","2021-03-02 03:26:03"
569622,"JDT","Core","jarthana","NEW"," ---","API analysis is reporting 2 errors","2021-01-04 03:46:51"
36897,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR][Search] Add regex in Java search","2013-01-29 09:34:38"
44326,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] extension to compiler option ' warn on uncommented empty blocks'","2016-01-14 13:00:09"
58649,"JDT","Core","jdt-core-inbox","NEW"," ---","[buildpath] Builders don't trigger on resources refreshed during build","2019-06-11 01:52:58"
63808,"JDT","Core","jdt-core-inbox","NEW"," ---","[projection] Custom regions in code folding","2017-10-25 11:56:26"
69933,"JDT","Core","jdt-core-inbox","NEW"," ---","[formatter] XDoclet tag formatting","2008-06-18 07:09:51"
70417,"JDT","Core","jdt-core-inbox","NEW"," ---","[classpath] Allow JARs in User Libraries to be defined with relative paths to classpath variables","2018-12-27 18:31:57"
81882,"JDT","Core","jdt-core-inbox","NEW"," ---","[classpath] tar.gz source attachments for external jars","2009-11-17 08:53:41"
83592,"JDT","Core","jdt-core-inbox","NEW"," ---","[1.5][assist] TYPE_REF proposals don't always have a generic signature","2019-08-20 04:21:27"
84879,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] Compiler could flag misindented code","2015-11-23 14:49:07"
88299,"JDT","Core","jdt-core-inbox","NEW"," ---","[code manipulation] Sort member doesn't scope to selected type","2007-06-22 09:10:24"
93897,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] Tolerate white space into non-NLS markers","2018-02-05 11:32:37"
97424,"JDT","Core","jdt-core-inbox","NEW"," ---","SQLJ Blocks in Java Classes","2006-06-16 16:06:17"
99208,"JDT","Core","jdt-core-inbox","NEW"," ---","[user library] JavaCore should provide API methods to get/store user libraries information","2017-03-06 04:34:14"
99931,"JDT","Core","jdt-core-inbox","NEW"," ---","[DOM] Consider surfacing intersection types in ITypeBindings","2018-05-16 01:30:43"
100508,"JDT","Core","jdt-core-inbox","NEW"," ---","Add support to IClasspathContainer to associate CPE_SOURCE entries","2007-06-20 07:26:41"
101001,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] compiler could warn for right shift out of bounds","2016-01-14 12:59:24"
102136,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] Error message on ambiguous constructor only cites one of the conflicting methods","2015-11-23 14:48:19"
102576,"JDT","Core","jdt-core-inbox","NEW"," ---","Automatically suggest addition of source folders/libs with a new project","2005-07-03 05:25:28"
102577,"JDT","Core","jdt-core-inbox","NEW"," ---","Automatically suggest classpath addition of project in workspace","2005-07-20 19:20:19"
102684,"JDT","Core","jdt-core-inbox","NEW"," ---","Split unnecessary cast and unnecessary instanceof detection","2005-07-04 15:00:35"
103213,"JDT","Core","jdt-core-inbox","NEW"," ---","Add build path logic to public package","2008-02-01 06:23:34"
103674,"JDT","Core","jdt-core-inbox","NEW"," ---","Warning for unused libraries","2011-03-29 09:14:11"
103959,"JDT","Core","jdt-core-inbox","NEW"," ---","Proposal for an Incremental Javadoc Builder","2005-07-15 00:23:23"
104878,"JDT","Core","jdt-core-inbox","NEW"," ---","find declaring node from other compilation unit","2016-07-28 14:22:08"
105332,"JDT","Core","jdt-core-inbox","NEW"," ---","Re-scan project for build path components","2005-07-27 12:17:17"
106048,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] warning on implementation of equals not handling null","2008-08-22 11:14:08"
106195,"JDT","Core","jdt-core-inbox","NEW"," ---","blocked creating new CU while checking out from CVS","2007-06-20 08:07:00"
106953,"JDT","Core","jdt-core-inbox","NEW"," ---","Compiler - Make batch compiler work like internal eclipse compiler","2006-06-12 08:46:20"
107300,"JDT","Core","jdt-core-inbox","NEW"," ---","Simple Java Product","2005-08-18 02:31:52"
107803,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] Warning for infinite recursion in code","2016-01-14 12:59:47"
107873,"JDT","Core","jdt-core-inbox","NEW"," ---","$NON-NLS-n$ - support for a wildcard to avoid multiple markers on the same line","2012-03-12 17:16:40"
107988,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] warning on string concatenation in a loop","2008-08-22 11:13:19"
108553,"JDT","Core","jdt-core-inbox","NEW"," ---","Ability to exclude pkgs from Compiler ""warning"" and annotation processing","2008-08-22 13:56:14"
108658,"JDT","Core","jdt-core-inbox","NEW"," ---","Navigation should be aware of EJB concepts","2005-09-02 05:27:38"
108662,"JDT","Core","jdt-core-inbox","NEW"," ---","[RFE] compiler warning on comparison of different float types","2005-09-05 07:38:05"
108749,"JDT","Core","jdt-core-inbox","NEW"," ---","[index] ""references in workspace"" is obviously incorrect.","2020-08-03 09:05:18"
108789,"JDT","Core","jdt-core-inbox","NEW"," ---","naming conventions: suggest plural of element type for Collection subtypes","2005-09-05 08:25:03"
108972,"JDT","Core","jdt-core-inbox","NEW"," ---","Support J2ME developpement","2005-09-07 14:27:53"
109401,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] Implementation a deprecated method","2005-09-15 14:51:06"
109583,"JDT","Core","jdt-core-inbox","NEW"," ---","[buildpath] classpathentry with wildcards","2011-03-29 09:08:37"
110179,"JDT","Core","jdt-core-inbox","NEW"," ---","Remove the need for exclusion patterns when nesting source folders","2007-06-20 05:00:04"
110296,"JDT","Core","jdt-core-inbox","NEW"," ---","[J2EE Annotations] Handling TransactionAttribute and other J2EE annotations","2016-01-14 13:00:32"
110344,"JDT","Core","jdt-core-inbox","NEW"," ---","Would be nice to be able to ACK warnings","2005-09-22 12:35:30"
110402,"JDT","Core","jdt-core-inbox","NEW"," ---","[assist] parameterized type proposals","2006-07-07 09:16:09"
110427,"JDT","Core","jdt-core-inbox","NEW"," ---","allow IType.codeComplete to specify invocation options","2005-09-25 10:28:58"
110528,"JDT","Core","jdt-core-inbox","NEW"," ---","better line number support needed in CompilationUnit","2005-09-24 14:17:37"
111043,"JDT","Core","jdt-core-inbox","NEW"," ---","[5.0] Add annotation sorting support","2005-09-29 06:30:45"
112086,"JDT","Core","jdt-core-inbox","NEW"," ---","Better assistance on ambiguous fields errors","2005-10-10 03:08:12"
112327,"JDT","Core","jdt-core-inbox","NEW"," ---","Inconsistent behavior of getSourceRange()","2007-06-22 05:48:07"
112561,"JDT","Core","jdt-core-inbox","NEW"," ---","detect unused cycles of private members","2005-10-13 17:30:56"
112605,"JDT","Core","jdt-core-inbox","NEW"," ---","[Errors/Warnings] suggestions","2005-10-14 05:25:09"
112635,"JDT","Core","jdt-core-inbox","NEW"," ---","API: ITypeHierarchy:isSuperType","2007-09-25 09:54:30"
113501,"JDT","Core","jdt-core-inbox","NEW"," ---","Hyperlinking an EJB method call to the impl class","2005-10-24 03:01:03"
113698,"JDT","Core","jdt-core-inbox","NEW"," ---","Comment Code Formatter Should Allow Whitspace Changes","2005-10-25 16:10:32"
114554,"JDT","Core","jdt-core-inbox","NEW"," ---","detect unused member closure","2007-08-31 09:59:45"
114557,"JDT","Core","jdt-core-inbox","NEW"," ---","detect unused package private members","2005-11-01 22:32:11"
114735,"JDT","Core","jdt-core-inbox","NEW"," ---","Editing Java classes not explicitly linked to main project classes.","2005-11-02 05:33:46"
114763,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] warn on potentially infinite loops","2013-07-25 06:27:37"
114767,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] warn on single statement blocks within control structures","2006-03-08 02:38:55"
114777,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] warn on explicit constructor calls upon primitive types wrapper classes","2005-11-02 11:20:35"
114780,"JDT","Core","jdt-core-inbox","NEW"," ---","[DCR] warn on non conformant equals methods","2005-11-02 11:34:33"
115495,"JDT","Core","jdt-core-inbox","NEW"," ---","[classpath] allow finer granularity for api access rule specification","2007-06-20 03:32:16"
115708,"JDT","Core","jdt-core-inbox","NEW"," ---","Allow marker type for Java Task Tags to be specified (via extension-point)","2007-06-22 07:58:54"
116204,"JDT","Core","jdt-core-inbox","NEW"," ---","compiler warning for public member variables","2005-11-14 05:03:42"
116293,"JDT","Core","jdt-core-inbox","NEW"," ---","Provide feedback on the full build reason","2007-06-22 07:57:58"
116847,"JDT","Core","jdt-core-inbox","NEW"," ---","Clean: More information for the user","2011-03-29 09:15:59"
117027,"JDT","Core","jdt-core-inbox","NEW"," ---","Improve Call Hierarchy for Anonymous Classes","2005-11-18 07:35:06"
117188,"JDT","Core","jdt-core-inbox","NEW"," ---","RFE: A Class Trash Can!","2005-11-22 09:05:14"
117458,"JDT","Core","jdt-core-inbox","NEW"," ---","Improve message for 'Possible accidental assignment in place of a comparison...'","2005-11-23 01:06:56"
118034,"JDT","Core","jdt-core-inbox","NEW"," ---","Add compiler options to find redundant or missing ""final""s for variables/parameters","2005-11-25 08:33:40"
118253,"JDT","Core","jdt-core-inbox","NEW"," ---","Specifying optional dependencies","2005-11-29 08:19:13"
118806,"JDT","Core","jdt-core-inbox","NEW"," ---","ITypeBinding#getKey() is not stable for a local type after unrelated modifications","2005-12-01 08:44:54"
119419,"JDT","Core","jdt-core-inbox","NEW"," ---","[model][classpath] Support for exclusion/inclusion filters in libraries","2008-05-07 18:29:32"
121653,"JDT","Core","jdt-core-inbox","NEW"," ---","Use Ant build file to provide classpath for Eclipse project's Java Build Path","2017-11-13 12:59:36"
121901,"JDT","Core","jdt-core-inbox","NEW"," ---","Autobuilder should support auto-generating a jar file","2005-12-22 12:14:26"
122475,"JDT","Core","jdt-core-inbox","NEW"," ---","Extensionpoint for additional SuppressWarnings tokens","2021-02-01 15:17:57"
122540,"JDT","Core","jdt-core-inbox","NEW"," ---","Need a causedByClass field in Problems view (specially for deprecations)","2006-01-04 10:48:48"
122894,"JDT","Core","jdt-core-inbox","NEW"," ---","[ast] Refactor ASTNode#is*UseDeprecated methods","2016-01-14 12:59:38"
123465,"JDT","Core","jdt-core-inbox","NEW"," ---","extending ""classpath variables"" and ""linked resources""","2006-01-11 12:05:47"
123948,"JDT","Core","jdt-core-inbox","NEW"," ---","View for tracing exception propogation routes","2006-01-16 06:42:03"
124093,"JDT","Core","jdt-core-inbox","NEW"," ---","spec preference options at constant itself","2007-06-22 10:10:41"
124849,"JDT","Core","jdt-core-inbox","NEW"," ---","Reduce use of System.out throughout the code.","2015-11-23 14:47:11"
125311,"JDT","Core","jdt-core-inbox","NEW"," ---","Allow to add resources via variable to resource sets","2006-02-07 03:32:32"
127085,"JDT","Core","jdt-core-inbox","NEW"," ---","Offer propertyTester for IJavaElements","2007-06-22 10:40:38"
127295,"JDT","Core","jdt-core-inbox","NEW"," ---","[clean up] 'Remove unnecessary $NON-NLS$ tags' should remove all if problem set to Ignore","2006-02-24 05:00:30"
127444,"JDT","Core","jdt-core-inbox","NEW"," ---","variablesAndContainers.dat is in a binary format","2007-06-22 10:30:24"
127462,"JDT","Core","jdt-core-inbox","NEW"," ---","Add API to get parent of IAnnotationBinding and IMemberValuePairBinding","2006-02-13 09:58:54"
128179,"JDT","Core","jdt-core-inbox","NEW"," ---","[API]SourceMapper","2007-08-22 12:07:46"
128205,"JDT","Core","jdt-core-inbox","NEW"," ---","Add a threshold value for when to apply line wrapping rules in formatting","2006-02-16 10:43:42"
129150,"JDT","Core","jdt-core-inbox","NEW"," ---","Add warning when equals/hashcode is out of date (and quick fix to regenerate)","2006-06-17 17:56:51"
129378,"JDT","Core","jdt-core-inbox","NEW"," ---","DCR: new warning for fields only read, but never written & initialized","2006-10-10 16:39:12"
129576,"JDT","Core","jdt-core-inbox","NEW"," ---","List unreferenced classes for a project.","2006-02-27 09:39:08"
